nom,intérêts,niveau,competences,domaine
Personne 1523,"[""Angular""]",Intermédiaire,"[""AWS"", ""R"", ""Python"", ""Azure"", ""Gestion de projet""]",Data Science
Personne 1524,"[""SQL""]",Débutant,"[""HTML"", ""CSS""]",Gestion de Projet
Personne 1525,"[""Computer Vision""]",Intermédiaire,"[""Communication"", ""Excel"", ""Analyse de donn\u00e9es"", ""Gestion de projet""]",Informatique
Personne 1526,"[""NLP"", ""Cloud Computing"", ""JavaScript""]",Avancé,"[""Azure"", ""AWS"", ""Gestion de projet""]",Data Science
Personne 1527,"[""Python""]",Intermédiaire,"[""CSS"", ""Power BI""]",Informatique
Personne 1528,"[""Computer Vision"", ""Angular""]",Intermédiaire,"[""CSS"", ""Python"", ""SQL"", ""AWS""]",Data Science
Personne 1529,"[""Computer Vision"", ""Cloud Computing"", ""Node.js""]",Avancé,"[""R"", ""Gestion de projet"", ""Git""]",Gestion de Projet
Personne 1530,"[""Data Analysis"", ""HTML"", ""Cloud Computing""]",Débutant,"[""Communication"", ""Git"", ""R""]",Développement Web
Personne 1531,"[""Data Analysis"", ""Cloud Computing""]",Intermédiaire,"[""Tableau"", ""JavaScript"", ""SQL"", ""HTML"", ""R\u00e9solution de probl\u00e8mes""]",Gestion de Projet
Personne 1532,"[""Web Development"", ""SQL""]",Avancé,"[""Communication"", ""Azure"", ""HTML"", ""Gestion de projet"", ""JavaScript""]",Data Science
Personne 1533,"[""JavaScript"", ""Machine Learning"", ""Node.js""]",Intermédiaire,"[""Python"", ""Tableau"", ""Analyse de donn\u00e9es"", ""AWS""]",Marketing Digital
Personne 1534,"[""Web Development"", ""HTML""]",Intermédiaire,"[""Git"", ""Power BI"", ""AWS"", ""Python"", ""Docker""]",Marketing Digital
Personne 1535,"[""Node.js"", ""Cloud Computing"", ""NLP""]",Débutant,"[""AWS"", ""Analyse de donn\u00e9es"", ""Communication"", ""Tableau""]",Gestion de Projet
Personne 1536,"[""React"", ""Data Analysis""]",Débutant,"[""JavaScript"", ""Tableau"", ""Communication"", ""Docker""]",Gestion de Projet
Personne 1537,"[""Data Analysis"", ""Computer Vision"", ""Angular""]",Intermédiaire,"[""Docker"", ""Power BI"", ""R\u00e9solution de probl\u00e8mes"", ""AWS""]",Data Science
Personne 1538,"[""Data Analysis"", ""React""]",Avancé,"[""SQL"", ""Google Cloud"", ""Power BI"", ""JavaScript"", ""CSS""]",Gestion de Projet
Personne 1539,"[""SQL"", ""JavaScript"", ""CSS""]",Intermédiaire,"[""SQL"", ""Tableau""]",Informatique
Personne 1540,"[""Node.js"", ""Data Analysis"", ""IA""]",Débutant,"[""Python"", ""R"", ""Tableau"", ""Docker""]",Gestion de Projet
Personne 1541,"[""SQL"", ""JavaScript"", ""React""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""JavaScript"", ""AWS"", ""SQL"", ""Google Cloud""]",Marketing Digital
Personne 1542,"[""Web Development""]",Avancé,"[""Gestion de projet"", ""R"", ""AWS""]",Marketing Digital
Personne 1543,"[""Cloud Computing"", ""Node.js"", ""Python""]",Avancé,"[""Excel"", ""Tableau"", ""Analyse de donn\u00e9es"", ""JavaScript""]",Informatique
Personne 1544,"[""CSS"", ""Data Analysis"", ""SQL""]",Débutant,"[""Git"", ""Google Cloud"", ""R"", ""Docker"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1545,"[""HTML""]",Avancé,"[""Docker"", ""Excel"", ""Power BI""]",Marketing Digital
Personne 1546,"[""React"", ""Computer Vision""]",Avancé,"[""AWS"", ""Git"", ""R""]",Marketing Digital
Personne 1547,"[""JavaScript"", ""React""]",Intermédiaire,"[""Git"", ""Excel"", ""Power BI""]",Gestion de Projet
Personne 1548,"[""Machine Learning"", ""Big Data""]",Avancé,"[""Google Cloud"", ""R"", ""Azure""]",Data Science
Personne 1549,"[""Node.js"", ""React"", ""Big Data""]",Avancé,"[""R"", ""Google Cloud"", ""Tableau""]",Data Science
Personne 1550,"[""Node.js"", ""Machine Learning"", ""Cloud Computing""]",Avancé,"[""AWS"", ""CSS"", ""Python"", ""HTML"", ""JavaScript""]",Marketing Digital
Personne 1551,"[""CSS"", ""NLP""]",Avancé,"[""JavaScript"", ""Analyse de donn\u00e9es"", ""Communication""]",Informatique
Personne 1552,"[""Computer Vision"", ""NLP"", ""Machine Learning""]",Intermédiaire,"[""JavaScript"", ""Python"", ""Communication"", ""Gestion de projet""]",Gestion de Projet
Personne 1553,"[""SQL"", ""Web Development"", ""IA""]",Débutant,"[""Excel"", ""Gestion de projet"", ""Azure"", ""Git""]",Data Science
Personne 1554,"[""Big Data"", ""Python"", ""Cloud Computing""]",Débutant,"[""AWS"", ""CSS"", ""Git""]",Marketing Digital
Personne 1555,"[""Big Data"", ""Computer Vision""]",Débutant,"[""Gestion de projet"", ""Azure""]",Développement Web
Personne 1556,"[""Python"", ""IA""]",Avancé,"[""JavaScript"", ""HTML"", ""Docker"", ""Communication"", ""Python""]",Informatique
Personne 1557,"[""NLP"", ""Python"", ""JavaScript""]",Débutant,"[""Analyse de donn\u00e9es"", ""Communication"", ""SQL""]",Data Science
Personne 1558,"[""Python"", ""SQL"", ""IA""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""CSS"", ""Communication"", ""Excel"", ""Git""]",Gestion de Projet
Personne 1559,"[""NLP"", ""CSS""]",Débutant,"[""R"", ""Docker"", ""CSS""]",Data Science
Personne 1560,"[""Machine Learning"", ""CSS"", ""Big Data""]",Débutant,"[""Analyse de donn\u00e9es"", ""Tableau"", ""Power BI""]",Gestion de Projet
Personne 1561,"[""Machine Learning"", ""IA""]",Intermédiaire,"[""Gestion de projet"", ""Google Cloud"", ""Tableau"", ""Docker""]",Informatique
Personne 1562,"[""Angular"", ""NLP"", ""Big Data""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""Docker"", ""JavaScript"", ""R"", ""Git""]",Développement Web
Personne 1563,"[""React"", ""JavaScript"", ""SQL""]",Avancé,"[""CSS"", ""Tableau"", ""R\u00e9solution de probl\u00e8mes"", ""Google Cloud""]",Gestion de Projet
Personne 1564,"[""React"", ""Big Data""]",Intermédiaire,"[""SQL"", ""Communication"", ""Power BI""]",Marketing Digital
Personne 1565,"[""NLP"", ""React"", ""Data Analysis""]",Intermédiaire,"[""AWS"", ""R"", ""Git""]",Développement Web
Personne 1566,"[""SQL"", ""Python"", ""Big Data""]",Débutant,"[""Google Cloud"", ""Python"", ""Communication"", ""Power BI"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1567,"[""HTML"", ""Machine Learning"", ""Python""]",Avancé,"[""HTML"", ""Google Cloud"", ""Excel""]",Développement Web
Personne 1568,"[""Big Data"", ""Machine Learning""]",Intermédiaire,"[""AWS"", ""Python"", ""Docker""]",Gestion de Projet
Personne 1569,"[""SQL"", ""Big Data""]",Intermédiaire,"[""Gestion de projet"", ""R\u00e9solution de probl\u00e8mes"", ""Git"", ""R"", ""Power BI""]",Data Science
Personne 1570,"[""Data Analysis"", ""HTML""]",Intermédiaire,"[""Power BI"", ""SQL"", ""JavaScript"", ""Docker"", ""Azure""]",Développement Web
Personne 1571,"[""Python"", ""JavaScript""]",Débutant,"[""R"", ""Communication"", ""Python"", ""Azure"", ""Google Cloud""]",Informatique
Personne 1572,"[""CSS""]",Intermédiaire,"[""Analyse de donn\u00e9es"", ""CSS""]",Développement Web
Personne 1573,"[""Machine Learning""]",Intermédiaire,"[""CSS"", ""JavaScript"", ""Google Cloud""]",Gestion de Projet
Personne 1574,"[""HTML"", ""SQL"", ""IA""]",Intermédiaire,"[""Python"", ""Excel""]",Développement Web
Personne 1575,"[""Cloud Computing"", ""Computer Vision"", ""CSS""]",Avancé,"[""Azure"", ""AWS"", ""HTML""]",Informatique
Personne 1576,"[""Computer Vision"", ""Cloud Computing"", ""IA""]",Débutant,"[""R"", ""Power BI"", ""Tableau"", ""Azure"", ""Google Cloud""]",Gestion de Projet
Personne 1577,"[""Computer Vision"", ""Angular"", ""Node.js""]",Avancé,"[""Power BI"", ""Docker"", ""Google Cloud"", ""HTML"", ""SQL""]",Développement Web
Personne 1578,"[""React"", ""NLP"", ""Python""]",Avancé,"[""AWS"", ""SQL""]",Gestion de Projet
Personne 1579,"[""Machine Learning""]",Avancé,"[""Azure"", ""R"", ""Tableau""]",Data Science
Personne 1580,"[""Web Development"", ""HTML""]",Intermédiaire,"[""Excel"", ""Tableau"", ""Azure"", ""Communication""]",Data Science
Personne 1581,"[""Web Development"", ""Angular"", ""Data Analysis""]",Avancé,"[""Excel"", ""AWS"", ""Power BI"", ""Communication""]",Développement Web
Personne 1582,"[""Machine Learning""]",Avancé,"[""HTML"", ""Power BI"", ""Git""]",Marketing Digital
Personne 1583,"[""React""]",Avancé,"[""HTML"", ""R"", ""Excel"", ""SQL"", ""Docker""]",Informatique
Personne 1584,"[""Data Analysis"", ""Cloud Computing"", ""Computer Vision""]",Avancé,"[""AWS"", ""Gestion de projet"", ""Analyse de donn\u00e9es""]",Informatique
Personne 1585,"[""HTML""]",Débutant,"[""Python"", ""Google Cloud"", ""Excel"", ""Communication""]",Développement Web
Personne 1586,"[""Node.js""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""SQL"", ""Git""]",Data Science
Personne 1587,"[""SQL"", ""Cloud Computing""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Power BI"", ""Azure"", ""Git"", ""SQL""]",Marketing Digital
Personne 1588,"[""IA"", ""Computer Vision""]",Avancé,"[""Tableau"", ""Communication"", ""Git"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1589,"[""Computer Vision""]",Intermédiaire,"[""JavaScript"", ""SQL"", ""CSS""]",Gestion de Projet
Personne 1590,"[""SQL"", ""JavaScript""]",Intermédiaire,"[""JavaScript"", ""Python"", ""Excel"", ""Docker"", ""Git""]",Data Science
Personne 1591,"[""Big Data"", ""NLP""]",Avancé,"[""Excel"", ""Power BI"", ""Gestion de projet""]",Data Science
Personne 1592,"[""React"", ""CSS"", ""Big Data""]",Avancé,"[""Analyse de donn\u00e9es"", ""JavaScript"", ""Python""]",Informatique
Personne 1593,"[""Python""]",Débutant,"[""Tableau"", ""Power BI"", ""SQL"", ""Communication"", ""HTML""]",Data Science
Personne 1594,"[""Cloud Computing""]",Intermédiaire,"[""JavaScript"", ""Google Cloud""]",Gestion de Projet
Personne 1595,"[""Angular"", ""Computer Vision"", ""Machine Learning""]",Débutant,"[""Docker"", ""Tableau"", ""Google Cloud""]",Marketing Digital
Personne 1596,"[""Node.js"", ""Big Data"", ""Cloud Computing""]",Intermédiaire,"[""Excel"", ""R\u00e9solution de probl\u00e8mes"", ""HTML""]",Data Science
Personne 1597,"[""CSS""]",Débutant,"[""Docker"", ""Gestion de projet"", ""AWS"", ""Power BI"", ""Communication""]",Data Science
Personne 1598,"[""Angular""]",Débutant,"[""R"", ""Analyse de donn\u00e9es"", ""Docker""]",Marketing Digital
Personne 1599,"[""Cloud Computing""]",Avancé,"[""Analyse de donn\u00e9es"", ""R""]",Gestion de Projet
Personne 1600,"[""Data Analysis""]",Débutant,"[""Power BI"", ""JavaScript""]",Développement Web
Personne 1601,"[""Angular""]",Avancé,"[""JavaScript"", ""Gestion de projet""]",Informatique
Personne 1602,"[""Computer Vision""]",Avancé,"[""JavaScript"", ""Python"", ""SQL"", ""Communication"", ""R""]",Informatique
Personne 1603,"[""Cloud Computing""]",Débutant,"[""Docker"", ""R""]",Data Science
Personne 1604,"[""SQL"", ""Data Analysis"", ""Machine Learning""]",Intermédiaire,"[""JavaScript"", ""Docker"", ""R\u00e9solution de probl\u00e8mes"", ""Python"", ""SQL""]",Gestion de Projet
Personne 1605,"[""Python"", ""Node.js"", ""Data Analysis""]",Avancé,"[""SQL"", ""R"", ""HTML"", ""Gestion de projet""]",Informatique
Personne 1606,"[""Cloud Computing""]",Débutant,"[""CSS"", ""AWS"", ""Git""]",Data Science
Personne 1607,"[""Python""]",Avancé,"[""Google Cloud"", ""R\u00e9solution de probl\u00e8mes""]",Data Science
Personne 1608,"[""NLP""]",Intermédiaire,"[""Docker"", ""Azure"", ""Tableau"", ""HTML"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1609,"[""NLP""]",Débutant,"[""Azure"", ""Google Cloud"", ""Tableau""]",Développement Web
Personne 1610,"[""SQL""]",Avancé,"[""Azure"", ""JavaScript"", ""Python""]",Développement Web
Personne 1611,"[""CSS""]",Intermédiaire,"[""Gestion de projet"", ""Excel"", ""JavaScript"", ""SQL"", ""CSS""]",Informatique
Personne 1612,"[""React"", ""HTML""]",Débutant,"[""AWS"", ""HTML""]",Data Science
Personne 1613,"[""Machine Learning""]",Avancé,"[""Docker"", ""AWS"", ""HTML"", ""Azure"", ""Python""]",Marketing Digital
Personne 1614,"[""Data Analysis"", ""CSS""]",Débutant,"[""HTML"", ""CSS""]",Développement Web
Personne 1615,"[""Computer Vision""]",Avancé,"[""Power BI"", ""SQL""]",Data Science
Personne 1616,"[""Node.js"", ""Cloud Computing"", ""SQL""]",Débutant,"[""Excel"", ""Python"", ""CSS""]",Marketing Digital
Personne 1617,"[""Data Analysis"", ""NLP""]",Avancé,"[""HTML"", ""Git"", ""Power BI"", ""CSS""]",Informatique
Personne 1618,"[""SQL"", ""JavaScript""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""Gestion de projet"", ""HTML"", ""CSS"", ""Power BI""]",Data Science
Personne 1619,"[""Big Data"", ""IA""]",Débutant,"[""Git"", ""Python"", ""Communication""]",Marketing Digital
Personne 1620,"[""HTML"", ""SQL""]",Intermédiaire,"[""Git"", ""Communication""]",Marketing Digital
Personne 1621,"[""Cloud Computing""]",Intermédiaire,"[""Git"", ""Docker"", ""SQL"", ""AWS"", ""R""]",Gestion de Projet
Personne 1622,"[""IA""]",Avancé,"[""CSS"", ""Excel"", ""SQL""]",Développement Web
Personne 1623,"[""Web Development"", ""IA""]",Avancé,"[""Git"", ""R""]",Marketing Digital
Personne 1624,"[""SQL"", ""Machine Learning""]",Débutant,"[""Azure"", ""CSS"", ""Docker""]",Gestion de Projet
Personne 1625,"[""Python""]",Débutant,"[""Git"", ""Tableau"", ""Azure""]",Informatique
Personne 1626,"[""Angular"", ""CSS"", ""Cloud Computing""]",Débutant,"[""Tableau"", ""CSS""]",Gestion de Projet
Personne 1627,"[""Machine Learning"", ""Cloud Computing"", ""Node.js""]",Intermédiaire,"[""Excel"", ""Google Cloud"", ""Git"", ""Tableau""]",Informatique
Personne 1628,"[""Big Data"", ""Machine Learning""]",Avancé,"[""Google Cloud"", ""HTML"", ""Excel"", ""Docker""]",Informatique
Personne 1629,"[""React""]",Avancé,"[""R"", ""Azure""]",Informatique
Personne 1630,"[""Web Development""]",Débutant,"[""Google Cloud"", ""Git"", ""R\u00e9solution de probl\u00e8mes"", ""AWS""]",Gestion de Projet
Personne 1631,"[""Machine Learning"", ""JavaScript"", ""Cloud Computing""]",Intermédiaire,"[""Power BI"", ""Tableau"", ""AWS""]",Développement Web
Personne 1632,"[""JavaScript"", ""Angular""]",Intermédiaire,"[""Python"", ""Analyse de donn\u00e9es"", ""SQL"", ""Excel"", ""Tableau""]",Data Science
Personne 1633,"[""Node.js"", ""Computer Vision""]",Débutant,"[""Docker"", ""Gestion de projet"", ""Git"", ""Google Cloud"", ""AWS""]",Data Science
Personne 1634,"[""Machine Learning""]",Intermédiaire,"[""Azure"", ""Docker"", ""Git"", ""Tableau"", ""Python""]",Informatique
Personne 1635,"[""Machine Learning"", ""Big Data"", ""SQL""]",Intermédiaire,"[""Gestion de projet"", ""R\u00e9solution de probl\u00e8mes"", ""Python""]",Informatique
Personne 1636,"[""SQL"", ""CSS""]",Avancé,"[""AWS"", ""HTML""]",Développement Web
Personne 1637,"[""Web Development"", ""Cloud Computing"", ""Data Analysis""]",Intermédiaire,"[""Docker"", ""Communication""]",Marketing Digital
Personne 1638,"[""Python"", ""Machine Learning"", ""JavaScript""]",Débutant,"[""Google Cloud"", ""AWS"", ""Python""]",Data Science
Personne 1639,"[""Web Development"", ""Data Analysis""]",Avancé,"[""R"", ""Excel""]",Informatique
Personne 1640,"[""Web Development"", ""IA""]",Intermédiaire,"[""HTML"", ""Azure"", ""AWS""]",Développement Web
Personne 1641,"[""Computer Vision"", ""SQL""]",Débutant,"[""Excel"", ""Tableau"", ""R\u00e9solution de probl\u00e8mes"", ""Azure"", ""Communication""]",Gestion de Projet
Personne 1642,"[""Data Analysis"", ""IA"", ""Web Development""]",Avancé,"[""Azure"", ""AWS"", ""CSS"", ""Git"", ""JavaScript""]",Gestion de Projet
Personne 1643,"[""SQL""]",Avancé,"[""Analyse de donn\u00e9es"", ""R\u00e9solution de probl\u00e8mes""]",Marketing Digital
Personne 1644,"[""Big Data""]",Débutant,"[""Analyse de donn\u00e9es"", ""Gestion de projet"", ""Docker"", ""Power BI""]",Informatique
Personne 1645,"[""CSS"", ""Node.js""]",Intermédiaire,"[""Git"", ""Excel"", ""AWS"", ""Azure"", ""SQL""]",Marketing Digital
Personne 1646,"[""Data Analysis"", ""Computer Vision""]",Avancé,"[""Communication"", ""Azure"", ""JavaScript"", ""R""]",Développement Web
Personne 1647,"[""Node.js"", ""Computer Vision"", ""Cloud Computing""]",Avancé,"[""Google Cloud"", ""CSS""]",Data Science
Personne 1648,"[""Cloud Computing"", ""SQL"", ""Node.js""]",Intermédiaire,"[""AWS"", ""HTML"", ""Git"", ""Communication""]",Développement Web
Personne 1649,"[""Web Development""]",Avancé,"[""R"", ""Analyse de donn\u00e9es"", ""CSS"", ""SQL""]",Data Science
Personne 1650,"[""Big Data"", ""React""]",Avancé,"[""Git"", ""Python"", ""Communication""]",Gestion de Projet
Personne 1651,"[""CSS"", ""SQL""]",Intermédiaire,"[""Communication"", ""R"", ""CSS""]",Gestion de Projet
Personne 1652,"[""Python"", ""IA""]",Avancé,"[""Gestion de projet"", ""Power BI"", ""Google Cloud""]",Marketing Digital
Personne 1653,"[""Big Data""]",Intermédiaire,"[""Tableau"", ""Analyse de donn\u00e9es"", ""Gestion de projet"", ""AWS""]",Marketing Digital
Personne 1654,"[""Cloud Computing"", ""Node.js""]",Débutant,"[""Docker"", ""R""]",Informatique
Personne 1655,"[""Python"", ""IA""]",Débutant,"[""HTML"", ""Git""]",Marketing Digital
Personne 1656,"[""HTML""]",Intermédiaire,"[""Azure"", ""AWS"", ""R""]",Informatique
Personne 1657,"[""Computer Vision""]",Débutant,"[""CSS"", ""Power BI"", ""JavaScript"", ""Docker"", ""Git""]",Gestion de Projet
Personne 1658,"[""Computer Vision"", ""JavaScript""]",Débutant,"[""Tableau"", ""HTML""]",Gestion de Projet
Personne 1659,"[""Machine Learning"", ""JavaScript""]",Avancé,"[""Python"", ""Analyse de donn\u00e9es"", ""Communication""]",Marketing Digital
Personne 1660,"[""Machine Learning"", ""React"", ""SQL""]",Débutant,"[""Docker"", ""AWS"", ""Gestion de projet""]",Marketing Digital
Personne 1661,"[""Computer Vision""]",Intermédiaire,"[""HTML"", ""R"", ""Azure"", ""Excel"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1662,"[""NLP""]",Intermédiaire,"[""Gestion de projet"", ""CSS"", ""Docker"", ""Azure"", ""JavaScript""]",Développement Web
Personne 1663,"[""HTML"", ""JavaScript""]",Débutant,"[""JavaScript"", ""Git""]",Data Science
Personne 1664,"[""HTML"", ""Angular"", ""Cloud Computing""]",Avancé,"[""Tableau"", ""Communication""]",Informatique
Personne 1665,"[""Angular"", ""Big Data"", ""HTML""]",Avancé,"[""HTML"", ""R\u00e9solution de probl\u00e8mes"", ""Analyse de donn\u00e9es"", ""Excel""]",Data Science
Personne 1666,"[""Computer Vision"", ""HTML"", ""CSS""]",Débutant,"[""Azure"", ""Docker"", ""CSS"", ""Power BI"", ""R\u00e9solution de probl\u00e8mes""]",Marketing Digital
Personne 1667,"[""React"", ""CSS"", ""SQL""]",Intermédiaire,"[""HTML"", ""AWS"", ""Excel""]",Développement Web
Personne 1668,"[""Python"", ""Cloud Computing""]",Avancé,"[""Tableau"", ""Communication"", ""R\u00e9solution de probl\u00e8mes"", ""Gestion de projet""]",Informatique
Personne 1669,"[""Angular"", ""SQL"", ""React""]",Intermédiaire,"[""Git"", ""Gestion de projet"", ""Communication"", ""Google Cloud"", ""HTML""]",Data Science
Personne 1670,"[""React"", ""Cloud Computing""]",Intermédiaire,"[""Git"", ""AWS""]",Marketing Digital
Personne 1671,"[""Computer Vision"", ""JavaScript"", ""Big Data""]",Débutant,"[""Python"", ""Tableau"", ""Power BI"", ""Communication""]",Informatique
Personne 1672,"[""CSS"", ""Computer Vision""]",Avancé,"[""SQL"", ""Azure"", ""Analyse de donn\u00e9es"", ""Google Cloud""]",Développement Web
Personne 1673,"[""JavaScript""]",Débutant,"[""JavaScript"", ""Google Cloud"", ""HTML"", ""Excel""]",Gestion de Projet
Personne 1674,"[""SQL"", ""Angular""]",Débutant,"[""SQL"", ""Docker"", ""Analyse de donn\u00e9es"", ""HTML"", ""Tableau""]",Développement Web
Personne 1675,"[""JavaScript"", ""Big Data"", ""Python""]",Avancé,"[""Communication"", ""AWS""]",Informatique
Personne 1676,"[""CSS""]",Intermédiaire,"[""Python"", ""R"", ""Docker"", ""AWS""]",Informatique
Personne 1677,"[""NLP"", ""Big Data"", ""Computer Vision""]",Débutant,"[""JavaScript"", ""Analyse de donn\u00e9es"", ""Communication"", ""R""]",Informatique
Personne 1678,"[""NLP"", ""SQL"", ""Data Analysis""]",Intermédiaire,"[""Excel"", ""Git"", ""Azure"", ""Google Cloud"", ""HTML""]",Informatique
Personne 1679,"[""CSS""]",Avancé,"[""SQL"", ""HTML"", ""Azure"", ""Google Cloud"", ""Python""]",Marketing Digital
Personne 1680,"[""CSS""]",Avancé,"[""Google Cloud"", ""Analyse de donn\u00e9es"", ""JavaScript"", ""Docker""]",Gestion de Projet
Personne 1681,"[""HTML"", ""SQL""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""Power BI"", ""Analyse de donn\u00e9es"", ""Communication""]",Informatique
Personne 1682,"[""Big Data"", ""IA""]",Intermédiaire,"[""JavaScript"", ""Gestion de projet""]",Gestion de Projet
Personne 1683,"[""Machine Learning"", ""Node.js""]",Avancé,"[""Communication"", ""Tableau"", ""Git""]",Marketing Digital
Personne 1684,"[""Python"", ""Data Analysis""]",Débutant,"[""Communication"", ""R"", ""AWS""]",Data Science
Personne 1685,"[""IA"", ""React""]",Intermédiaire,"[""Docker"", ""HTML"", ""Power BI"", ""R"", ""SQL""]",Gestion de Projet
Personne 1686,"[""Data Analysis""]",Avancé,"[""JavaScript"", ""Power BI""]",Informatique
Personne 1687,"[""Data Analysis""]",Avancé,"[""R\u00e9solution de probl\u00e8mes"", ""Excel""]",Développement Web
Personne 1688,"[""Computer Vision"", ""Big Data""]",Intermédiaire,"[""Gestion de projet"", ""Tableau""]",Informatique
Personne 1689,"[""Angular""]",Avancé,"[""Python"", ""Azure"", ""Google Cloud"", ""JavaScript"", ""AWS""]",Marketing Digital
Personne 1690,"[""Web Development""]",Avancé,"[""Google Cloud"", ""HTML"", ""Docker""]",Marketing Digital
Personne 1691,"[""Angular""]",Intermédiaire,"[""Gestion de projet"", ""Analyse de donn\u00e9es"", ""Google Cloud"", ""Docker""]",Gestion de Projet
Personne 1692,"[""Data Analysis""]",Intermédiaire,"[""R\u00e9solution de probl\u00e8mes"", ""HTML"", ""Communication"", ""Google Cloud"", ""Tableau""]",Informatique
Personne 1693,"[""Web Development"", ""Python"", ""Machine Learning""]",Débutant,"[""Azure"", ""Git"", ""Gestion de projet"", ""Power BI""]",Marketing Digital
Personne 1694,"[""JavaScript"", ""Computer Vision"", ""Node.js""]",Intermédiaire,"[""Azure"", ""CSS"", ""JavaScript"", ""Git"", ""R""]",Data Science
Personne 1695,"[""SQL""]",Avancé,"[""HTML"", ""Azure""]",Gestion de Projet
Personne 1696,"[""IA""]",Intermédiaire,"[""Docker"", ""AWS"", ""R""]",Informatique
Personne 1697,"[""React""]",Débutant,"[""R"", ""Tableau"", ""Excel"", ""Gestion de projet""]",Gestion de Projet
Personne 1698,"[""CSS"", ""JavaScript""]",Avancé,"[""R"", ""R\u00e9solution de probl\u00e8mes""]",Développement Web
Personne 1699,"[""Angular"", ""Cloud Computing""]",Avancé,"[""Power BI"", ""AWS""]",Développement Web
Personne 1700,"[""HTML""]",Avancé,"[""JavaScript"", ""R"", ""Docker""]",Développement Web
Personne 1701,"[""Python"", ""Big Data"", ""Node.js""]",Avancé,"[""HTML"", ""Google Cloud"", ""Excel"", ""Analyse de donn\u00e9es"", ""SQL""]",Développement Web
Personne 1702,"[""Machine Learning""]",Débutant,"[""R\u00e9solution de probl\u00e8mes"", ""R"", ""Gestion de projet"", ""Analyse de donn\u00e9es"", ""CSS""]",Marketing Digital
Personne 1703,"[""SQL"", ""Angular""]",Avancé,"[""Google Cloud"", ""Analyse de donn\u00e9es"", ""Python"", ""Gestion de projet""]",Informatique
Personne 1704,"[""HTML""]",Avancé,"[""Git"", ""Analyse de donn\u00e9es"", ""R\u00e9solution de probl\u00e8mes"", ""Google Cloud"", ""R""]",Gestion de Projet
Personne 1705,"[""JavaScript"", ""Python""]",Intermédiaire,"[""HTML"", ""Power BI"", ""Excel""]",Marketing Digital
Personne 1706,"[""SQL""]",Débutant,"[""R"", ""Google Cloud"", ""Azure""]",Informatique
Personne 1707,"[""CSS"", ""Web Development""]",Avancé,"[""Analyse de donn\u00e9es"", ""AWS"", ""Git"", ""Python"", ""Google Cloud""]",Développement Web
Personne 1708,"[""CSS""]",Intermédiaire,"[""Gestion de projet"", ""JavaScript""]",Marketing Digital
Personne 1709,"[""Data Analysis""]",Avancé,"[""Git"", ""Python""]",Développement Web
Personne 1710,"[""Angular""]",Débutant,"[""Excel"", ""JavaScript""]",Gestion de Projet
Personne 1711,"[""Computer Vision""]",Intermédiaire,"[""CSS"", ""Azure""]",Marketing Digital
Personne 1712,"[""Machine Learning"", ""Web Development"", ""SQL""]",Débutant,"[""Azure"", ""Communication"", ""Gestion de projet"", ""Python"", ""Excel""]",Développement Web
Personne 1713,"[""JavaScript"", ""Python""]",Débutant,"[""JavaScript"", ""Azure"", ""HTML"", ""Power BI""]",Marketing Digital
Personne 1714,"[""IA"", ""Data Analysis"", ""Machine Learning""]",Avancé,"[""Python"", ""Git"", ""Excel"", ""Communication""]",Marketing Digital
Personne 1715,"[""Angular""]",Débutant,"[""Communication"", ""Docker"", ""Excel"", ""R""]",Informatique
Personne 1716,"[""Machine Learning"", ""React"", ""Data Analysis""]",Débutant,"[""Google Cloud"", ""Power BI""]",Data Science
Personne 1717,"[""Node.js""]",Intermédiaire,"[""CSS"", ""R"", ""Analyse de donn\u00e9es"", ""Tableau""]",Informatique
Personne 1718,"[""Big Data"", ""Machine Learning"", ""CSS""]",Avancé,"[""CSS"", ""Excel"", ""Azure"", ""R""]",Informatique
Personne 1719,"[""Machine Learning""]",Débutant,"[""Gestion de projet"", ""Git"", ""Docker"", ""CSS"", ""Analyse de donn\u00e9es""]",Marketing Digital
Personne 1720,"[""Big Data"", ""Computer Vision""]",Débutant,"[""SQL"", ""HTML"", ""Analyse de donn\u00e9es""]",Développement Web
Personne 1721,"[""Web Development"", ""JavaScript""]",Avancé,"[""Excel"", ""CSS"", ""JavaScript""]",Développement Web
Personne 1722,"[""NLP"", ""HTML""]",Avancé,"[""SQL"", ""Azure"", ""Git"", ""CSS""]",Data Science
Personne 1723,"[""JavaScript""]",Débutant,"[""JavaScript"", ""CSS""]",Informatique
Personne 1724,"[""NLP""]",Intermédiaire,"[""Power BI"", ""Tableau"", ""Python""]",Gestion de Projet
